"Date","Channel Id","Channel Name","Territory","Minutes Streamed","Unique Streams","Consumption Type"
"2025-10-28","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","684317.81","14441","AdSupportedLinear"
"2025-10-28","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Maury presented by Nosey","US","541422.25","12591","AdSupportedLinear"
"2025-10-28","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","161969.78","4241","AdSupportedLinear"
"2025-10-29","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","957794.44","18108","AdSupportedLinear"
"2025-10-29","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","600596.38","14076","AdSupportedLinear"
"2025-10-29","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","731047.19","14758","AdSupportedLinear"
"2025-10-29","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Maury presented by Nosey","US","616311.19","13379","AdSupportedLinear"
"2025-10-29","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","159907.66","4277","AdSupportedLinear"
"2025-10-30","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","911595.44","19478","AdSupportedLinear"
"2025-10-30","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","678109.62","14090","AdSupportedLinear"
"2025-10-30","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","795760.31","15024","AdSupportedLinear"
"2025-10-30","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Maury presented by Nosey","US","680749.31","14947","AdSupportedLinear"
"2025-10-30","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","160413.92","4415","AdSupportedLinear"
"2025-10-31","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","735152.19","17931","AdSupportedLinear"
"2025-10-31","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","761131.19","13882","AdSupportedLinear"
"2025-10-31","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","440237.31","9268","AdSupportedLinear"
"2025-10-31","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Maury presented by Nosey","US","736693.25","15315","AdSupportedLinear"
"2025-10-31","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","143819.17","4285","AdSupportedLinear"
