,,,,,,,,
,PLUTO TV - CONTENT PARTNER REVENUE REPORTING,,,,,,,
,,,,,,,,
,,,,,,,,
,Content Partner,Series Name,Episode Name,Clip Name,Season #,Episode #,Channel Name, Net Revenue per Clip 
,nosey,The Maury Show (LAS) (dubbed),Tu bebé es blanco... ¡Yo no puedo ser el padre! (dubbed),Tu bebé es blanco... ¡Yo no puedo ser el padre!,17,157,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),¿Cómo le puedes querer todavía?,¿Cómo le puedes querer todavía?,17,42,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),¿Fingiste tus embarazos?,¿Fingiste tus embarazos?,17,48,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Arrástrate por tu esposa,Arrástrate por tu esposa,17,55,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Ella es mi propiedad,Ella es mi propiedad,17,58,VOD, $ -   
,nosey,The Steve Wilkos Show (LAS),Esto parece explosivo…,Esto parece explosivo…,6,87,VOD, $ 0.05 
,nosey,The Steve Wilkos Show (LAS),La furia materna,La furia materna,17,34,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Me muero de hambre,Me muero de hambre.,17,54,VOD, $ -   
,nosey,The Steve Wilkos Show (LAS),Mi hija adolescente quiere tener un bebé,Mi hija adolescente quiere tener un bebé,17,56,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Regalaste a nuestro bebé,Regalaste a nuestro bebé,17,43,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Revelación de resultados: ¿fue infiel?,Revelación de resultados: ¿fue infiel?,17,52,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),"Steve, no puedo afrontar la verdad","Steve, no puedo afrontar la verdad",17,22,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Te tiene de rehén,Te tiene de rehén,17,46,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Tú lo preferiste por encima de tus hijos,Tú lo preferiste por encima de tus hijos,6,31,VOD, $ 0.13 
,nosey,The Steve Wilkos Show (LAS),Tú me robaste 15 años de mi vida,Tú me robaste 15 años de mi vida,17,57,VOD, $ -   
,nosey,The Steve Wilkos Show (LAS),Un accidente trágico,Un accidente trágico,17,53,VOD, $ -   
,nosey,The Steve Wilkos Show (LAS),Una explosiva historia de ADN,Una explosiva historia de ADN,17,21,VOD, $ 0.04 
,nosey,The Steve Wilkos Show (LAS),Una madre en la negación,Una madre en la negación,17,32,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Una traición asombrosa,Una traición asombrosa,17,50,VOD, $ 0.01 
,nosey,The Steve Wilkos Show (LAS),Wait! Don’t Read the Results Yet!,Wait! Don’t Read the Results Yet!,17,40,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),¡Esperaste 17 años para esto! (dubbed),¡Esperaste 17 años para esto!,17,59,VOD, $ -   
,nosey,The Steve Wilkos Show LT (Dubbed),¿Fingiste tus embarazos? (dubbed),¿Fingiste tus embarazos?,17,48,VOD, $ 0.03 
,nosey,The Steve Wilkos Show LT (Dubbed),¿Te acostaste con ESE hombre? (dubbed),¿Te acostaste con ESE hombre?,17,60,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Arrástrate por tu esposa (dubbed),Arrástrate por tu esposa,17,55,VOD, $ -   
,nosey,The Steve Wilkos Show LT (Dubbed),Ella es mi propiedad (dubbed),Ella es mi propiedad,17,58,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Me muero de hambre (dubbed),Me muero de hambre.,17,54,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Mi hija adolescente quiere tener un bebé (dubbed),Mi hija adolescente quiere tener un bebé,17,56,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Revelación de resultados: ¿fue infiel? (dubbed),Revelación de resultados: ¿fue infiel?,17,52,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Steve vs. Buddy (dubbed),Steve vs. Buddy,17,61,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Te tiene de rehén (dubbed),Te tiene de rehén,17,46,VOD, $ 0.04 
,nosey,The Steve Wilkos Show LT (Dubbed),Tú me robaste 15 años de mi vida (dubbed),Tú me robaste 15 años de mi vida,17,57,VOD, $ -   
,nosey,The Steve Wilkos Show LT (Dubbed),Un accidente trágico (dubbed),Un accidente trágico,17,53,VOD, $ 0.01 
,nosey,The Steve Wilkos Show LT (Dubbed),Una traición asombrosa (dubbed),Una traición asombrosa,17,50,VOD, $ 0.02 
