"Date","Channel Id","Channel Name","Territory","Minutes Streamed","Unique Streams","Consumption Type"
"2026-01-26","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","184216.56","5539","AdSupportedLinear"
"2026-01-27","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","1139280.62","21072","AdSupportedLinear"
"2026-01-27","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","883922.62","18784","AdSupportedLinear"
"2026-01-27","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","345074.66","13960","AdSupportedLinear"
"2026-01-27","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Jerry Springer presented by Nosey","US","713753.12","19360","AdSupportedLinear"
"2026-01-27","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","228930.41","6194","AdSupportedLinear"
"2026-01-28","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","1255677.38","22085","AdSupportedLinear"
"2026-01-28","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","804549.81","16782","AdSupportedLinear"
"2026-01-28","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","317041.88","13122","AdSupportedLinear"
"2026-01-28","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Jerry Springer presented by Nosey","US","722081.25","18965","AdSupportedLinear"
"2026-01-28","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","242171.27","5808","AdSupportedLinear"
"2026-01-29","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","1008414.44","21109","AdSupportedLinear"
"2026-01-29","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","873044.94","17129","AdSupportedLinear"
"2026-01-29","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","188066.06","8212","AdSupportedLinear"
"2026-01-29","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Jerry Springer presented by Nosey","US","772909.44","19614","AdSupportedLinear"
"2026-01-29","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","235867.69","6013","AdSupportedLinear"
"2026-01-30","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","547059.62","18401","AdSupportedLinear"
"2026-01-30","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","670895.94","16710","AdSupportedLinear"
"2026-01-30","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","203754.39","7223","AdSupportedLinear"
"2026-01-30","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Jerry Springer presented by Nosey","US","552358.06","17803","AdSupportedLinear"
"2026-01-30","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","180802.69","6211","AdSupportedLinear"
"2026-01-31","amzn1.dv.gti.4bb0faf5-52da-4afd-a73d-1c3efc4e61b4","Nosey","US","623460.62","18999","AdSupportedLinear"
"2026-01-31","amzn1.dv.gti.792b1add-4005-4f9f-bcc3-f3a9e24b1bbc","Confess by Nosey","US","765354.38","17445","AdSupportedLinear"
"2026-01-31","amzn1.dv.gti.df344758-140b-48b3-bcd0-506ab3ed6c82","Judge Nosey","US","241556.14","10971","AdSupportedLinear"
"2026-01-31","amzn1.dv.gti.e2de6851-3dd1-488d-876f-087b5ca83e5f","Jerry Springer presented by Nosey","US","593097.12","19087","AdSupportedLinear"
"2026-01-31","amzn1.dv.gti.60d05943-e945-4adb-a5bf-0571c256acaf","Nosey","UK","190462.75","6261","AdSupportedLinear"
