channel,title,play_count,total_Time_Watched,asset_duration,avg_play_time,asset_id,,Percentage,VOD Revenue
Nosey,The Jerry Springer Show - Season - 8 - Episode - 97,60,20:18:45,0:40:48,0:20:19,JS-0133,20.31,0.07%,$0.83
Nosey,The Jerry Springer Show - Season - 7 - Episode - 159,42,20:16:18,0:39:52,0:28:58,JS-0117,20.27,0.07%,$0.83
Nosey,The Jerry Springer Show - Season - 8 - Episode - 103,49,20:05:55,0:39:01,0:24:37,JS-17104,20.1,0.07%,$0.82
Nosey,Maury - Season - 12 - Episode - 39,47,20:04:13,0:39:08,0:25:37,MS-1239,20.07,0.07%,$0.82
Nosey,The Jerry Springer Show - Season - 8 - Episode - 44,37,20:01:25,0:39:43,0:32:28,JS-0160,20.02,0.07%,$0.82
Nosey,Maury - Season - 12 - Episode - 37,46,19:51:57,0:39:06,0:25:55,MS-1237,19.87,0.07%,$0.81
Nosey,Maury - Season - 12 - Episode - 82,46,19:49:39,0:39:36,0:25:52,MS-1282,19.83,0.07%,$0.81
Nosey,The Jerry Springer Show - Season - 10 - Episode - 20,61,19:47:46,0:40:14,0:19:28,JS-1773,19.8,0.07%,$0.81
Nosey,The Jerry Springer Show - Season - 8 - Episode - 158,41,19:44:52,0:39:04,0:28:54,JS-1760,19.75,0.07%,$0.81
Nosey,Karamo - Season - 1 - Episode - 38,44,19:44:44,0:41:09,0:26:56,KA-0640,19.75,0.07%,$0.81
Nosey,Karamo - Season - 1 - Episode - 53,48,19:27:03,0:41:11,0:24:19,KA-0656,19.45,0.07%,$0.80
Nosey,Maury - Season - 12 - Episode - 40,45,19:24:20,0:37:44,0:25:52,MS-1240,19.41,0.07%,$0.80
Nosey,The Steve Wilkos Show - Season - 4 - Episode - 136,41,19:20:43,0:39:16,0:28:19,SW-04118,19.35,0.07%,$0.79
Nosey,The Jerry Springer Show - Season - 7 - Episode - 178,42,19:17:06,0:40:14,0:27:33,JS-0150,19.29,0.07%,$0.79
Nosey,The Jerry Springer Show - Season - 8 - Episode - 153,53,19:14:18,0:40:26,0:21:47,JS-1758,19.24,0.07%,$0.79
Nosey,The Jerry Springer Show - Season - 8 - Episode - 17,49,18:55:21,0:40:40,0:23:10,JS-0155,18.92,0.07%,$0.78
Nosey,Maury - Season - 12 - Episode - 80,50,18:35:26,0:39:32,0:22:19,MS-1280,18.59,0.07%,$0.76
Nosey,Maury - Season - 12 - Episode - 41,39,18:25:46,0:39:23,0:28:21,MS-1241,18.43,0.07%,$0.76
Nosey,The Jerry Springer Show - Season - 7 - Episode - 164,54,18:16:51,0:40:08,0:20:19,JS-0145,18.28,0.07%,$0.75
Nosey,Karamo - Season - 1 - Episode - 42,35,18:03:06,0:41:10,0:30:57,KA-0643,18.05,0.06%,$0.74
Nosey,Karamo - Season - 1 - Episode - 43,31,17:59:29,0:41:10,0:34:49,KA-0642,17.99,0.06%,$0.74
Nosey,The Jerry Springer Show - Season - 8 - Episode - 104,46,17:58:45,0:40:26,0:23:27,JS-17105,17.98,0.06%,$0.74
Nosey,The Steve Wilkos Show - Season - 3 - Episode - 155,47,17:54:34,0:39:41,0:22:52,SW-1759,17.91,0.06%,$0.73
Nosey,Karamo - Season - 1 - Episode - 49,34,17:51:41,0:41:10,0:31:31,KA-0649,17.86,0.06%,$0.73
Nosey,The Jerry Springer Show - Season - 8 - Episode - 54,48,17:38:42,0:39:04,0:22:03,JS-0136,17.65,0.06%,$0.72
Nosey,The Jerry Springer Show - Season - 8 - Episode - 154,43,17:27:55,0:37:49,0:24:22,JS-1759,17.47,0.06%,$0.72
Nosey,The Jerry Springer Show - Season - 8 - Episode - 115,40,17:14:33,0:40:41,0:25:52,JS-17116,17.24,0.06%,$0.71
Nosey,Maury - Season - 12 - Episode - 44,40,16:48:01,0:37:49,0:25:12,MS-1244,16.8,0.06%,$0.69
Nosey,Maury - Season - 13 - Episode - 91,48,16:31:45,0:38:59,0:20:40,MS-1391,16.53,0.06%,$0.68
Nosey,Karamo - Season - 1 - Episode - 48,37,16:20:44,0:41:10,0:26:30,KA-0651,16.35,0.06%,$0.67
Nosey,Maury - Season - 13 - Episode - 74,40,16:18:38,0:39:42,0:24:28,MS-1374,16.31,0.06%,$0.67
Nosey,Maury - Season - 13 - Episode - 82,43,16:17:06,0:39:22,0:22:43,MS-1382,16.29,0.06%,$0.67
Nosey,Maury - Season - 13 - Episode - 39,49,16:06:07,0:39:04,0:19:43,MS-1339,16.1,0.06%,$0.66
Nosey,Maury - Season - 12 - Episode - 116,46,15:47:46,0:39:19,0:20:36,MS-12116,15.8,0.06%,$0.65
Nosey,Maury - Season - 12 - Episode - 89,39,15:43:53,0:39:11,0:24:12,MS-1289,15.73,0.06%,$0.65
Nosey,Maury - Season - 12 - Episode - 84,38,15:36:37,0:39:19,0:24:39,MS-1284,15.61,0.06%,$0.64
Nosey,Karamo - Season - 1 - Episode - 51,46,15:22:12,0:41:10,0:20:03,KA-0654,15.37,0.06%,$0.63
Nosey,Karamo - Season - 1 - Episode - 50,30,15:17:20,0:41:10,0:30:35,KA-0650,15.29,0.05%,$0.63
Nosey,Maury - Season - 12 - Episode - 85,33,15:00:37,0:39:45,0:27:17,MS-1285,15.01,0.05%,$0.62
Nosey,Maury - Season - 13 - Episode - 46,37,14:51:07,0:39:58,0:24:05,MS-1346,14.85,0.05%,$0.61
Nosey,Karamo - Season - 1 - Episode - 46,37,14:12:36,0:41:10,0:23:03,KA-0646,14.21,0.05%,$0.58
Nosey,The Jerry Springer Show - Season - 8 - Episode - 91,37,14:11:58,0:37:35,0:23:02,JS-0129,14.2,0.05%,$0.58
Nosey,Maury - Season - 13 - Episode - 76,35,14:09:01,0:39:25,0:24:15,MS-1376,14.15,0.05%,$0.58
Nosey,Maury - Season - 13 - Episode - 89,34,14:01:44,0:39:21,0:24:45,MS-1389,14.03,0.05%,$0.58
Nosey,Karamo - Season - 1 - Episode - 47,31,13:50:15,0:41:10,0:26:47,KA-0655,13.84,0.05%,$0.57
Nosey,Karamo - Season - 1 - Episode - 45,26,13:41:35,0:40:58,0:31:36,KA-0638,13.69,0.05%,$0.56
Nosey,Karamo - Season - 1 - Episode - 52,31,13:39:43,0:41:11,0:26:27,KA-0657,13.66,0.05%,$0.56
Nosey,Karamo - Season - 1 - Episode - 44,25,13:37:10,0:41:10,0:32:41,KA-0645,13.62,0.05%,$0.56
Nosey,Maury - Season - 12 - Episode - 88,34,12:38:20,0:39:25,0:22:18,MS-1288,12.64,0.05%,$0.52
Nosey,Maury - Season - 13 - Episode - 92,28,12:10:54,0:39:35,0:26:06,MS-1392,12.18,0.04%,$0.50
Nosey,Maury - Season - 12 - Episode - 90,36,10:59:15,0:39:01,0:18:19,MS-1290,10.99,0.04%,$0.45
Nosey,Judge Dad - Season - 1 - Episode - 1,55,8:13:52,0:20:48,0:08:59,JD-0101,8.23,0.03%,$0.34
Nosey,Judge Mom - Season - 2 - Episode - 2,18,6:43:53,0:28:36,0:22:26,JM-0202,6.73,0.02%,$0.28
Nosey,Judge Dad - Season - 1 - Episode - 3,21,5:56:56,0:28:39,0:17:00,JD-0103,5.95,0.02%,$0.24
Nosey,Judge Dad - Season - 1 - Episode - 2,24,5:50:58,0:22:50,0:14:37,JD-0102,5.85,0.02%,$0.24
Nosey,Judge Dad - Season - 1 - Episode - 4,17,5:11:49,0:24:57,0:18:21,JD-0104,5.2,0.02%,$0.21
Nosey,Judge Dad - Season - 1 - Episode - 5,18,4:36:57,0:24:40,0:15:23,JD-0105,4.62,0.02%,$0.19
Nosey,Judge Mom - Season - 2 - Episode - 1,22,4:34:59,0:25:38,0:12:30,JM-0201,4.58,0.02%,$0.19
Nosey,Judge Mom - Season - 2 - Episode - 3,16,4:31:17,0:25:31,0:16:57,JM-0203,4.52,0.02%,$0.19
Nosey,Judge Dad - Season - 1 - Episode - 10,10,4:15:53,0:29:31,0:25:35,JD-0110,4.26,0.02%,$0.17
Nosey,Judge Dad - Season - 1 - Episode - 8,9,4:11:06,0:29:55,0:27:54,JD-0108,4.19,0.01%,$0.17
Nosey,Judge Mom - Season - 2 - Episode - 4,13,3:55:06,0:26:56,0:18:05,JM-0204,3.92,0.01%,$0.16
Nosey,Judge Dad - Season - 1 - Episode - 6,15,3:54:59,0:22:04,0:15:40,JD-0106,3.92,0.01%,$0.16
Nosey,Judge Mom - Season - 2 - Episode - 5,11,3:48:11,0:24:11,0:20:45,JM-0205,3.8,0.01%,$0.16
Nosey,Judge Dad - Season - 1 - Episode - 13,11,3:36:12,0:25:43,0:19:39,JD-0113,3.6,0.01%,$0.15
Nosey,Judge Mom - Season - 2 - Episode - 7,11,3:29:52,0:23:09,0:19:05,JM-0207,3.5,0.01%,$0.14
Nosey,Judge Mom - Season - 2 - Episode - 8,8,3:28:32,0:28:41,0:26:04,JM-0208,3.48,0.01%,$0.14
Nosey,Judge Mom - Season - 2 - Episode - 6,11,3:24:04,0:22:07,0:18:33,JM-0206,3.4,0.01%,$0.14
Nosey,Judge Dad - Season - 1 - Episode - 12,10,3:16:42,0:23:55,0:19:40,JD-0112,3.28,0.01%,$0.13
Nosey,Judge Dad - Season - 1 - Episode - 14,11,3:06:19,0:22:10,0:16:56,JD-0114,3.11,0.01%,$0.13
Nosey,Judge Dad - Season - 1 - Episode - 9,10,3:00:33,0:21:15,0:18:03,JD-0109,3.01,0.01%,$0.12
Nosey,Judge Mom - Season - 3 - Episode - 1,10,2:52:14,0:22:52,0:17:13,JM-0301,2.87,0.01%,$0.12
Nosey,Judge Dad - Season - 1 - Episode - 7,12,2:50:52,0:20:01,0:14:14,JD-0107,2.85,0.01%,$0.12
Nosey,Judge Mom - Season - 2 - Episode - 9,13,2:50:01,0:22:19,0:13:05,JM-0209,2.83,0.01%,$0.12
Nosey,Judge Mom - Season - 3 - Episode - 7,9,2:44:17,0:22:51,0:18:15,JM-0307,2.74,0.01%,$0.11
Nosey,Judge Mom - Season - 3 - Episode - 6,8,2:43:44,0:22:52,0:20:28,JM-0306,2.73,0.01%,$0.11
Nosey,Judge Mom - Season - 3 - Episode - 8,9,2:39:28,0:22:51,0:17:43,JM-0308,2.66,0.01%,$0.11
Nosey,Judge Dad - Season - 1 - Episode - 15,10,2:33:34,0:22:08,0:15:21,JD-0115,2.56,0.01%,$0.10
Nosey,Judge Mom - Season - 3 - Episode - 11,8,2:21:07,0:22:51,0:17:38,JM-0311,2.35,0.01%,$0.10
Nosey,Judge Mom - Season - 3 - Episode - 9,7,2:17:29,0:22:52,0:19:38,JM-0309,2.29,0.01%,$0.09
Nosey,Judge Mom - Season - 3 - Episode - 10,7,2:17:14,0:22:52,0:19:36,JM-0310,2.29,0.01%,$0.09
Nosey,Judge Mom - Season - 2 - Episode - 10,8,2:13:57,0:21:42,0:16:45,JM-0210,2.23,0.01%,$0.09
Nosey,Judge Dad - Season - 1 - Episode - 11,8,2:05:19,0:18:51,0:15:40,JD-0111,2.09,0.01%,$0.09
Nosey,Judge Mom - Season - 3 - Episode - 2,9,2:04:32,0:22:52,0:13:50,JM-0302,2.08,0.01%,$0.09
Nosey,Judge Mom - Season - 3 - Episode - 12,8,1:59:37,0:22:50,0:14:57,JM-0312,1.99,0.01%,$0.08
Nosey,Judge Mom - Season - 3 - Episode - 5,8,1:58:54,0:22:52,0:14:52,JM-0305,1.98,0.01%,$0.08
Nosey,Judge Mom - Season - 3 - Episode - 4,7,1:57:27,0:22:51,0:16:47,JM-0304,1.96,0.01%,$0.08
Nosey,Judge Mom - Season - 3 - Episode - 3,7,1:55:04,0:22:52,0:16:26,JM-0303,1.92,0.01%,$0.08
Nosey,Judge Dad - Season - 3 - Episode - 15,5,1:54:41,0:22:16,0:22:56,JD-0315,1.91,0.01%,$0.08
Nosey,Judge Mom - Season - 3 - Episode - 14,6,1:47:23,0:22:52,0:17:54,JM-0314,1.79,0.01%,$0.07
Nosey,Judge Mom - Season - 3 - Episode - 13,7,1:45:10,0:22:52,0:15:01,JM-0313,1.75,0.01%,$0.07
Nosey,Judge Dad - Season - 2 - Episode - 1,11,1:37:42,0:22:14,0:08:53,JD-0201,1.63,0.01%,$0.07
Nosey,Judge Dad - Season - 2 - Episode - 3,8,1:32:52,0:20:16,0:11:37,JD-0203,1.55,0.01%,$0.06
Nosey,Judge Dad - Season - 2 - Episode - 2,10,1:32:47,0:21:25,0:09:17,JD-0202,1.55,0.01%,$0.06
Nosey,Judge Dad - Season - 2 - Episode - 10,4,1:13:21,0:21:42,0:18:20,JD-0210,1.22,0.00%,$0.05
Nosey,Judge Dad - Season - 2 - Episode - 4,6,1:13:08,0:20:06,0:12:11,JD-0204,1.22,0.00%,$0.05
Nosey,Judge Dad - Season - 2 - Episode - 5,7,1:10:39,0:21:58,0:10:06,JD-0205,1.18,0.00%,$0.05
Nosey,Judge Dad - Season - 2 - Episode - 6,6,1:03:00,0:21:07,0:10:30,JD-0206,1.05,0.00%,$0.04
Nosey,Judge Dad - Season - 2 - Episode - 7,3,1:02:46,0:20:05,0:20:55,JD-0207,1.05,0.00%,$0.04
Nosey,Judge Dad - Season - 3 - Episode - 7,3,0:50:26,0:24:58,0:16:49,JD-0307,0.84,0.00%,$0.03
Nosey,Judge Dad - Season - 3 - Episode - 8,3,0:46:53,0:22:53,0:15:38,JD-0308,0.78,0.00%,$0.03
Nosey,Judge Dad - Season - 3 - Episode - 6,3,0:45:46,0:21:57,0:15:15,JD-0306,0.76,0.00%,$0.03
Nosey,Judge Dad - Season - 3 - Episode - 1,6,0:44:22,0:20:03,0:07:24,JD-0301,0.74,0.00%,$0.03
Nosey,Judge Dad - Season - 3 - Episode - 2,3,0:34:39,0:22:08,0:11:33,JD-0302,0.58,0.00%,$0.02
Nosey,Judge Dad - Season - 2 - Episode - 8,4,0:30:36,0:21:16,0:07:39,JD-0208,0.51,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 11,2,0:28:09,0:25:31,0:14:05,JD-0311,0.47,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 12,1,0:27:23,0:25:43,0:27:23,JD-0312,0.46,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 14,2,0:25:38,0:23:12,0:12:49,JD-0314,0.43,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 4,2,0:25:17,0:22:26,0:12:39,JD-0304,0.42,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 3,3,0:25:01,0:22:58,0:08:20,JD-0303,0.42,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 5,5,0:24:54,0:21:14,0:04:59,JD-0305,0.42,0.00%,$0.02
Nosey,Judge Dad - Season - 2 - Episode - 9,3,0:24:13,0:21:21,0:08:04,JD-0209,0.4,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 9,5,0:23:45,0:20:44,0:04:45,JD-0309,0.4,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 13,5,0:22:40,0:20:10,0:04:32,JD-0313,0.38,0.00%,$0.02
Nosey,Judge Dad - Season - 3 - Episode - 10,2,0:21:54,0:21:51,0:10:57,JD-0310,0.37,0.00%,$0.01
,,,,,,,"27,904.73",100.00%,"$1,144.73"
